index,items
4617,"['sausage', 'whole milk', 'popcorn', 'fruit/vegetable juice', 'canned fruit', 'whole milk', 'soda']"
4618,"['domestic eggs', 'other vegetables', 'soda']"
4619,"['chicken', 'white bread']"
4620,"['pastry', 'shopping bags', 'sugar']"
4621,"['sausage', 'frozen vegetables']"
4622,"['citrus fruit', 'canned beer']"
4623,"['pip fruit', 'chocolate', 'brown bread']"
4624,"['pet care', 'photo/film']"
4625,"['root vegetables', 'frozen vegetables', 'rolls/buns']"
4626,"['ham', 'frozen meals']"
4627,"['butter', 'brown bread']"
4628,"['frozen vegetables', 'butter']"
4629,"['chicken', 'shopping bags']"
4630,"['rolls/buns', 'whole milk', 'butter', 'frozen vegetables']"
4631,"['yogurt', 'napkins', 'rolls/buns', 'liquor (appetizer)']"
4632,"['meat', 'tropical fruit', 'yogurt', 'candles']"
4633,"['meat', 'frozen potato products']"
4634,"['grapes', 'rolls/buns']"
4635,"['herbs', 'soda']"
4636,"['beef', 'rolls/buns']"
4637,"['citrus fruit', 'whole milk']"
4638,"['finished products', 'canned fish']"
4639,"['coffee', 'misc. beverages']"
4640,"['soda', 'yogurt', 'sliced cheese']"
4641,"['other vegetables', 'citrus fruit', 'semi-finished bread', 'softener']"
4642,"['canned beer', 'yogurt']"
4643,"['sausage', 'whole milk']"
4644,"['fish', 'canned beer']"
4645,"['turkey', 'shopping bags']"
4646,"['bottled beer', 'soda', 'newspapers']"
4647,"['beef', 'berries']"
4648,"['fruit/vegetable juice', 'chocolate', 'cat food', 'coffee']"
4649,"['salt', 'domestic eggs']"
4650,"['citrus fruit', 'other vegetables', 'fruit/vegetable juice', 'specialty bar', 'canned beer']"
4651,"['rolls/buns', 'newspapers']"
4652,"['tropical fruit', 'bottled water']"
4653,"['long life bakery product', 'bottled water']"
4654,"['chicken', 'citrus fruit', 'other vegetables', 'margarine', 'hard cheese', 'soft cheese']"
4655,"['waffles', 'whole milk']"
4656,"['citrus fruit', 'other vegetables']"
4657,"['pork', 'whole milk']"
4658,"['chicken', 'cream cheese ', 'citrus fruit', 'chicken', 'pet care', 'napkins', 'condensed milk', 'specialty chocolate']"
4659,"['bottled beer', 'packaged fruit/vegetables']"
4660,"['hamburger meat', 'whole milk']"
4661,"['yogurt', 'canned vegetables', 'seasonal products']"
4662,"['bottled beer', 'domestic eggs']"
4663,"['whole milk', 'chicken', 'curd', 'rolls/buns', 'cereals', 'bottled water']"
4664,"['oil', 'brown bread', 'oil', 'seasonal products']"
4665,"['cream cheese ', 'canned beer', 'chewing gum']"
4666,"['soda', 'spices', 'shopping bags']"
4667,"['bottled water', 'rolls/buns']"
4668,"['root vegetables', 'butter milk']"
4669,"['frankfurter', 'white bread']"
4670,"['whipped/sour cream', 'newspapers']"
4671,"['packaged fruit/vegetables', 'house keeping products']"
4672,"['frankfurter', 'pork']"
4673,"['butter', 'whole milk']"
4674,"['light bulbs', 'frozen vegetables', 'mustard', 'napkins']"
4675,"['tropical fruit', 'cookware', 'whole milk', 'oil']"
4676,"['curd', 'pastry']"
4677,"['pip fruit', 'cake bar']"
4678,"['dessert', 'pot plants']"
4679,"['frankfurter', 'packaged fruit/vegetables']"
4680,"['beef', 'frozen vegetables']"
4681,"['female sanitary products', 'curd']"
4682,"['pastry', 'whipped/sour cream', 'domestic eggs']"
4683,"['pastry', 'butter']"
4684,"['herbs', 'whole milk']"
4685,"['pork', 'pip fruit']"
4686,"['soda', 'yogurt']"
4687,"['hamburger meat', 'pasta']"
4688,"['yogurt', 'frozen meals']"
4689,"['soda', 'soda']"
4690,"['seasonal products', 'butter', 'ice cream']"
4691,"['processed cheese', 'roll products ']"
4692,"['frankfurter', 'domestic eggs']"
4693,"['candy', 'soda', 'candy']"
4694,"['bottled water', 'chocolate']"
4695,"['frankfurter', 'soda']"
4696,"['sausage', 'domestic eggs', 'mayonnaise', 'soda']"
4697,"['frankfurter', 'root vegetables']"
4698,"['whole milk', 'onions']"
4699,"['sausage', 'packaged fruit/vegetables']"
4700,"['tropical fruit', 'oil']"
4701,"['citrus fruit', 'brown bread']"
4702,"['sausage', 'packaged fruit/vegetables', 'misc. beverages']"
4703,"['tropical fruit', 'other vegetables', 'hygiene articles', 'brandy']"
4704,"['soups', 'bottled water']"
4705,"['domestic eggs', 'newspapers']"
4706,"['whole milk', 'waffles']"
4707,"['frankfurter', 'tropical fruit']"
4708,"['sparkling wine', 'tropical fruit']"
4709,"['other vegetables', 'coffee', 'rolls/buns']"
4710,"['bottled beer', 'canned beer', 'dish cleaner']"
4711,"['frankfurter', 'chicken', 'white bread', 'whipped/sour cream', 'specialty fat', 'soft cheese']"
4712,"['whole milk', 'waffles', 'soft cheese', 'domestic eggs', 'dish cleaner', 'bathroom cleaner']"
4713,"['other vegetables', 'chewing gum']"
4714,"['other vegetables', 'brown bread', 'whipped/sour cream']"
4715,"['other vegetables', 'grapes', 'yogurt', 'butter milk', 'candy', 'soft cheese']"
4716,"['meat', 'oil']"
4717,"['whole milk', 'long life bakery product']"
4718,"['other vegetables', 'instant coffee', 'instant coffee', 'hygiene articles']"
4719,"['semi-finished bread', 'brown bread']"
4720,"['frankfurter', 'oil', 'other vegetables']"
4721,"['beef', 'frozen vegetables']"
4722,"['hamburger meat', 'sliced cheese']"
4723,"['berries', 'rolls/buns']"
4724,"['sliced cheese', 'bottled water']"
4725,"['sausage', 'whole milk', 'misc. beverages', 'specialty bar', 'soda']"
4726,"['tropical fruit', 'dish cleaner', 'bottled water']"
4727,"['whole milk', 'pastry', 'seasonal products', 'berries', 'long life bakery product', 'yogurt', 'coffee']"
4728,"['whole milk', 'hygiene articles']"
4729,"['tropical fruit', 'domestic eggs']"
4730,"['berries', 'soda', 'fruit/vegetable juice']"
4731,"['rolls/buns', 'mayonnaise']"
4732,"['root vegetables', 'processed cheese', 'yogurt']"
4733,"['other vegetables', 'whole milk', 'rolls/buns', 'other vegetables', 'bottled water', 'whole milk', 'yogurt', 'other vegetables']"
4734,"['root vegetables', 'pickled vegetables']"
4735,"['frankfurter', 'whole milk', 'instant coffee', 'bottled water']"
4736,"['chicken', 'coffee']"
4737,"['dog food', 'white bread']"
4738,"['whole milk', 'root vegetables']"
4739,"['soft cheese', 'coffee']"
4740,"['sausage', 'newspapers']"
4741,"['frozen dessert', 'yogurt']"
4742,"['whole milk', 'napkins']"
4743,"['zwieback', 'frozen vegetables']"
4744,"['frankfurter', 'whole milk']"
4745,"['rolls/buns', 'whole milk']"
4746,"['yogurt', 'salty snack']"
4747,"['misc. beverages', 'waffles', 'bottled beer']"
4748,"['bottled water', 'rolls/buns']"
4749,"['tropical fruit', 'whipped/sour cream']"
4750,"['tropical fruit', 'other vegetables']"
4751,"['whole milk', 'soda']"
4752,"['sausage', 'bottled beer']"
4753,"['hamburger meat', 'root vegetables']"
4754,"['chewing gum', 'soft cheese']"
4755,"['chicken', 'curd']"
4756,"['citrus fruit', 'rolls/buns']"
4757,"['beef', 'other vegetables']"
4758,"['shopping bags', 'yogurt']"
4759,"['pork', 'pastry', 'rolls/buns']"
4760,"['yogurt', 'pet care']"
4761,"['pork', 'shopping bags']"
4762,"['soda', 'pork']"
4763,"['whipped/sour cream', 'whipped/sour cream', 'fruit/vegetable juice']"
4764,"['tropical fruit', 'yogurt']"
4765,"['other vegetables', 'sugar']"
4766,"['soda', 'shopping bags', 'canned beer']"
4767,"['curd', 'red/blush wine']"
4768,"['shopping bags', 'coffee']"
4769,"['soda', 'rolls/buns']"
4770,"['whipped/sour cream', 'hygiene articles']"
4771,"['long life bakery product', 'curd', 'pot plants', 'soda']"
4772,"['processed cheese', 'salty snack']"
4773,"['bottled water', 'coffee']"
4774,"['tropical fruit', 'organic products']"
4775,"['candles', 'soda']"
4776,"['beef', 'instant coffee']"
4777,"['citrus fruit', 'margarine', 'white wine']"
4778,"['root vegetables', 'frozen meals', 'shopping bags', 'margarine']"
4779,"['citrus fruit', 'white bread', 'pastry']"
4780,"['tropical fruit', 'fruit/vegetable juice']"
4781,"['frankfurter', 'ice cream']"
4782,"['pork', 'pork', 'frankfurter', 'frozen fish', 'waffles', 'napkins', 'rolls/buns']"
4783,"['bottled water', 'frozen potato products']"
4784,"['pastry', 'UHT-milk']"
4785,"['canned beer', 'tropical fruit']"
4786,"['citrus fruit', 'other vegetables']"
4787,"['canned beer', 'napkins']"
4788,"['ham', 'whole milk']"
4789,"['flour', 'UHT-milk']"
4790,"['UHT-milk', 'tropical fruit']"
4791,"['yogurt', 'rolls/buns']"
4792,"['frozen meals', 'chocolate']"
4793,"['whole milk', 'sliced cheese']"
4794,"['other vegetables', 'fruit/vegetable juice']"
4795,"['frozen dessert', 'herbs', 'brown bread']"
4796,"['coffee', 'sausage', 'shopping bags', 'specialty bar', 'red/blush wine']"
4797,"['chicken', 'rolls/buns']"
4798,"['bottled water', 'tropical fruit']"
4799,"['berries', 'shopping bags', 'red/blush wine']"
4800,"['brown bread', 'ice cream', 'fruit/vegetable juice']"
4801,"['UHT-milk', 'beverages']"
4802,"['soda', 'whole milk']"
4803,"['frankfurter', 'whole milk']"
4804,"['specialty fat', 'condensed milk']"
4805,"['other vegetables', 'pip fruit']"
4806,"['whole milk', 'hamburger meat', 'newspapers']"
4807,"['brown bread', 'margarine', 'chocolate', 'fruit/vegetable juice']"
4808,"['grapes', 'canned fish']"
4809,"['pip fruit', 'canned beer']"
4810,"['ham', 'roll products ', 'brown bread']"
4811,"['meat', 'domestic eggs', 'packaged fruit/vegetables']"
4812,"['whole milk', 'other vegetables']"
4813,"['margarine', 'root vegetables']"
4814,"['rolls/buns', 'chicken']"
4815,"['sausage', 'specialty fat']"
4816,"['tropical fruit', 'pip fruit']"
4817,"['rolls/buns', 'long life bakery product', 'root vegetables']"
4818,"['shopping bags', 'salty snack', 'house keeping products']"
4819,"['cereals', 'bottled water']"
4820,"['other vegetables', 'candy', 'napkins']"
4821,"['pork', 'shopping bags']"
4822,"['pip fruit', 'chewing gum']"
4823,"['sugar', 'bottled beer']"
4824,"['rolls/buns', 'pip fruit', 'rolls/buns', 'rolls/buns']"
4825,"['whole milk', 'whipped/sour cream']"
4826,"['ham', 'tropical fruit']"
4827,"['frankfurter', 'rolls/buns']"
4828,"['whole milk', 'specialty fat']"
4829,"['chocolate', 'citrus fruit', 'bottled beer', 'bottled water', 'red/blush wine']"
4830,"['root vegetables', 'ice cream']"
4831,"['rolls/buns', 'mayonnaise']"
4832,"['rolls/buns', 'root vegetables']"
4833,"['rolls/buns', 'nuts/prunes', 'pastry', 'fruit/vegetable juice']"
4834,"['frankfurter', 'pip fruit']"
4835,"['domestic eggs', 'other vegetables']"
4836,"['brown bread', 'shopping bags']"
4837,"['root vegetables', 'butter', 'specialty bar', 'domestic eggs']"
4838,"['beef', 'newspapers', 'misc. beverages']"
4839,"['domestic eggs', 'roll products ', 'oil']"
4840,"['hard cheese', 'Instant food products']"
4841,"['soda', 'margarine']"
4842,"['root vegetables', 'fruit/vegetable juice']"
4843,"['citrus fruit', 'napkins']"
4844,"['root vegetables', 'yogurt']"
4845,"['chicken', 'domestic eggs']"
4846,"['yogurt', 'shopping bags', 'cake bar', 'yogurt']"
4847,"['turkey', 'newspapers']"
4848,"['frankfurter', 'long life bakery product']"
4849,"['pork', 'fruit/vegetable juice']"
4850,"['pip fruit', 'other vegetables', 'flour']"
4851,"['sausage', 'white wine', 'hygiene articles']"
4852,"['whole milk', 'yogurt']"
4853,"['yogurt', 'pastry', 'waffles']"
4854,"['organic sausage', 'bottled water']"
4855,"['yogurt', 'domestic eggs']"
4856,"['other vegetables', 'whole milk']"
4857,"['beef', 'hair spray']"
4858,"['packaged fruit/vegetables', 'white wine']"
4859,"['decalcifier', 'grapes']"
4860,"['bottled water', 'whole milk']"
4861,"['canned beer', 'cream cheese ']"
4862,"['tropical fruit', 'shopping bags']"
4863,"['coffee', 'whole milk', 'mustard']"
4864,"['bottled water', 'fruit/vegetable juice']"
4865,"['rolls/buns', 'grapes', 'shopping bags']"
4866,"['whole milk', 'white bread', 'newspapers']"
4867,"['cream cheese ', 'shopping bags', 'shopping bags']"
4868,"['tropical fruit', 'shopping bags']"
4869,"['whole milk', 'grapes', 'root vegetables', 'shopping bags']"
4870,"['fruit/vegetable juice', 'soft cheese']"
4871,"['frankfurter', 'hygiene articles', 'bottled beer']"
4872,"['canned beer', 'berries']"
4873,"['cream cheese ', 'yogurt', 'bottled beer', 'bottled beer']"
4874,"['yogurt', 'yogurt']"
4875,"['whole milk', 'yogurt', 'domestic eggs', 'newspapers']"
4876,"['citrus fruit', 'yogurt']"
4877,"['whole milk', 'frozen meals', 'shopping bags', 'whole milk']"
4878,"['chicken', 'frozen vegetables']"
4879,"['mustard', 'shopping bags', 'shopping bags']"
4880,"['whole milk', 'yogurt']"
4881,"['dessert', 'long life bakery product', 'berries', 'sausage', 'grapes', 'frozen meals', 'candy', 'soda']"
4882,"['root vegetables', 'instant coffee', 'root vegetables']"
4883,"['pastry', 'canned beer']"
4884,"['sausage', 'other vegetables']"
4885,"['bottled water', 'other vegetables', 'light bulbs']"
4886,"['citrus fruit', 'pot plants', 'pot plants']"
4887,"['soda', 'pastry']"
4888,"['chocolate', 'oil', 'domestic eggs', 'fruit/vegetable juice', 'frozen vegetables', 'rolls/buns']"
4889,"['pip fruit', 'pastry']"
4890,"['other vegetables', 'red/blush wine']"
4891,"['other vegetables', 'canned beer']"
4892,"['frankfurter', 'red/blush wine', 'other vegetables']"
4893,"['other vegetables', 'dishes']"
4894,"['berries', 'pastry', 'shopping bags']"
4895,"['oil', 'other vegetables']"
4896,"['citrus fruit', 'yogurt']"
4897,"['whole milk', 'candy']"
4898,"['pork', 'yogurt']"
4899,"['whipped/sour cream', 'whole milk']"
4900,"['onions', 'other vegetables']"
4901,"['hamburger meat', 'newspapers']"
4902,"['rolls/buns', 'shopping bags']"
4903,"['chicken', 'roll products ']"
4904,"['nut snack', 'bottled beer']"
4905,"['turkey', 'other vegetables']"
4906,"['tea', 'beverages']"
4907,"['canned beer', 'tropical fruit']"
4908,"['bottled beer', 'pip fruit']"
4909,"['shopping bags', 'rice']"
4910,"['frozen fish', 'whipped/sour cream']"
4911,"['other vegetables', 'citrus fruit', 'root vegetables', 'whipped/sour cream']"
4912,"['beef', 'baking powder']"
4913,"['whole milk', 'meat', 'yogurt', 'yogurt', 'yogurt']"
4914,"['cream cheese ', 'whole milk']"
4915,"['margarine', 'yogurt']"
4916,"['newspapers', 'dishes']"
4917,"['tropical fruit', 'flour']"
4918,"['yogurt', 'grapes']"
4919,"['pip fruit', 'chocolate']"
4920,"['sausage', 'whole milk']"
4921,"['tropical fruit', 'bottled beer', 'domestic eggs', 'rolls/buns', 'long life bakery product', 'other vegetables', 'skin care']"
4922,"['whipped/sour cream', 'other vegetables']"
4923,"['pip fruit', 'cake bar']"
4924,"['sweet spreads', 'newspapers']"
4925,"['sliced cheese', 'napkins']"
4926,"['whole milk', 'newspapers', 'soda', 'whipped/sour cream']"
4927,"['frankfurter', 'packaged fruit/vegetables']"
4928,"['misc. beverages', 'soda']"
4929,"['chicken', 'canned beer']"
4930,"['onions', 'specialty chocolate', 'canned fruit']"
4931,"['pastry', 'chocolate', 'flour']"
4932,"['pip fruit', 'soda', 'jam']"
4933,"['whole milk', 'long life bakery product']"
4934,"['rolls/buns', 'margarine']"
4935,"['fruit/vegetable juice', 'pastry']"
4936,"['pork', 'whipped/sour cream']"
4937,"['citrus fruit', 'whole milk', 'UHT-milk']"
4938,"['pork', 'beverages', 'misc. beverages', 'chewing gum']"
4939,"['pork', 'bottled water']"
4940,"['chicken', 'pip fruit']"
4941,"['bottled beer', 'butter']"
4942,"['frankfurter', 'bottled beer', 'whipped/sour cream', 'margarine']"
4943,"['bottled beer', 'grapes', 'candy']"
4944,"['beef', 'frankfurter', 'other vegetables', 'brown bread']"
4945,"['pastry', 'whipped/sour cream']"
4946,"['misc. beverages', 'newspapers']"
4947,"['sausage', 'processed cheese']"
4948,"['whole milk', 'sugar']"
4949,"['citrus fruit', 'liquor']"
4950,"['tropical fruit', 'sugar']"
4951,"['hygiene articles', 'shopping bags']"
4952,"['sausage', 'yogurt']"
4953,"['canned beer', 'tropical fruit', 'bottled beer']"
4954,"['rolls/buns', 'bottled water']"
4955,"['citrus fruit', 'other vegetables']"
4956,"['bathroom cleaner', 'beverages']"
4957,"['tropical fruit', 'root vegetables', 'rolls/buns']"
4958,"['rolls/buns', 'soft cheese']"
4959,"['seasonal products', 'flower (seeds)']"
4960,"['soda', 'salt']"
4961,"['root vegetables', 'coffee', 'soda']"
4962,"['yogurt', 'rolls/buns']"
4963,"['whole milk', 'other vegetables', 'ice cream']"
4964,"['soda', 'tropical fruit']"
4965,"['other vegetables', 'sparkling wine', 'frozen meals', 'rolls/buns']"
4966,"['chewing gum', 'other vegetables']"
4967,"['organic sausage', 'specialty chocolate']"
4968,"['other vegetables', 'shopping bags', 'salty snack']"
4969,"['tropical fruit', 'whole milk']"
4970,"['canned beer', 'sugar', 'rum']"
4971,"['citrus fruit', 'waffles']"
4972,"['whipped/sour cream', 'soda']"
4973,"['hamburger meat', 'hard cheese']"
4974,"['root vegetables', 'coffee']"
4975,"['photo/film', 'canned beer', 'salty snack', 'curd', 'curd', 'whole milk', 'hygiene articles']"
4976,"['newspapers', 'white wine']"
4977,"['other vegetables', 'canned beer']"
4978,"['ham', 'whole milk', 'sliced cheese', 'baking powder']"
4979,"['whole milk', 'fruit/vegetable juice']"
4980,"['bottled water', 'chocolate']"
4981,"['brown bread', 'dishes']"
4982,"['other vegetables', 'yogurt']"
4983,"['frozen fish', 'beef']"
4984,"['whole milk', 'rolls/buns']"
4985,"['pip fruit', 'whole milk']"
4986,"['sausage', 'berries', 'soda', 'yogurt']"
4987,"['meat', 'yogurt', 'soda', 'red/blush wine']"
4988,"['butter', 'whole milk']"
4989,"['Instant food products', 'soda']"
4990,"['frankfurter', 'UHT-milk']"
4991,"['rolls/buns', 'shopping bags']"
4992,"['root vegetables', 'beef']"
4993,"['roll products ', 'toilet cleaner']"
4994,"['root vegetables', 'bottled water']"
4995,"['other vegetables', 'long life bakery product']"
4996,"['whole milk', 'whipped/sour cream', 'soda']"
4997,"['white bread', 'salty snack']"
4998,"['candles', 'canned beer']"
4999,"['sausage', 'beverages']"
5000,"['canned beer', 'root vegetables', 'soda']"
5001,"['pip fruit', 'onions', 'frozen fish', 'meat', 'semi-finished bread', 'root vegetables', 'bottled water', 'whipped/sour cream']"
5002,"['ice cream', 'yogurt']"
5003,"['ham', 'cream cheese ', 'other vegetables', 'oil', 'candy']"
5004,"['bottled beer', 'frozen meals', 'whole milk', 'root vegetables']"
5005,"['rolls/buns', 'napkins', 'newspapers']"
5006,"['whipped/sour cream', 'candy', 'whole milk']"
5007,"['frozen vegetables', 'flour']"
5008,"['bottled beer', 'whole milk']"
5009,"['other vegetables', 'newspapers', 'rolls/buns']"
5010,"['specialty cheese', 'meat', 'cat food', 'bottled beer', 'newspapers']"
5011,"['chicken', 'whole milk', 'whole milk', 'coffee']"
5012,"['condensed milk', 'whole milk']"
5013,"['liver loaf', 'fruit/vegetable juice']"
5014,"['tropical fruit', 'specialty cheese']"
5015,"['sausage', 'canned beer']"
5016,"['soda', 'red/blush wine']"
5017,"['whole milk', 'curd cheese', 'root vegetables', 'pastry']"
5018,"['newspapers', 'frozen vegetables', 'long life bakery product']"
5019,"['domestic eggs', 'pastry']"
5020,"['pastry', 'yogurt']"
5021,"['specialty bar', 'shopping bags', 'chocolate']"
5022,"['citrus fruit', 'tropical fruit', 'root vegetables', 'soda']"
5023,"['soda', 'red/blush wine']"
5024,"['onions', 'domestic eggs', 'shopping bags']"
